"Guid","SBQQ__AppliedImmediatelyContext__c","SBQQ__AppliedImmediately__c","SBQQ__Bundled__c","SBQQ__ComponentCodePosition__c","SBQQ__ComponentCode__c","SBQQ__ComponentDescriptionPosition__c","SBQQ__ComponentDescription__c","SBQQ__DefaultPricingTable__c","SBQQ__DiscountAmount__c","SBQQ__DiscountSchedule__c","SBQQ__Discount__c","SBQQ__DiscountedByPackage__c","SBQQ__ExistingQuantity__c","SBQQ__Feature__c","SBQQ__MaxQuantity__c","SBQQ__MinQuantity__c","SBQQ__Number__c","SBQQ__QuantityEditable__c","SBQQ__Quantity__c","SBQQ__QuoteLineVisibility__c","SBQQ__RenewalProductOption__c","SBQQ__Required__c","SBQQ__Selected__c","SBQQ__SubscriptionScope__c","SBQQ__System__c","SBQQ__Type__c","SBQQ__UnitPrice__c","SBQQ__UpliftedByPackage__c"
6498a425-0b6c-48fd-897d-45656e046f72,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",adbcc4ca-99bc-467a-9c6b-4e8ee41a16ad,"#N/A","#N/A",11.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
65cbcfe9-4996-4f05-b2da-81ce061cc2cf,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",e559ff11-26e9-427c-9283-c410e19f2db2,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
6e105923-83f2-49b3-b533-755bbec2c8ba,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",e559ff11-26e9-427c-9283-c410e19f2db2,"#N/A","#N/A",10.0,false,1.0,"#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
78dc2207-3b42-4d8b-a9c7-1a6a8f73a4c4,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",5bf668f0-ec62-4697-8483-26e2f9e6ddce,"#N/A","#N/A",11.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
7ee2c290-8a83-4390-9a0c-5a91fda10b31,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",9f02edc4-536b-48c6-9ecf-31badcadd14e,"#N/A","#N/A",10.0,false,1.0,"#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
7fdde7ff-1050-4003-92e1-bc5cbfbdcde5,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",79e256a1-a486-465d-8abc-425990f8d278,"#N/A","#N/A",12.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
8f6b08ec-d6ee-4752-8674-d473df1b6449,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",e559ff11-26e9-427c-9283-c410e19f2db2,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
98152cb3-a508-4afc-9920-9b20065c1881,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",e559ff11-26e9-427c-9283-c410e19f2db2,"#N/A","#N/A",10.0,false,1.0,"#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
a2913d86-214c-4a93-837c-176fda61d0c9,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",9f02edc4-536b-48c6-9ecf-31badcadd14e,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
a8b35293-146c-4bfa-9bfc-2f8e91510316,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",9f02edc4-536b-48c6-9ecf-31badcadd14e,"#N/A",1.0,10.0,false,1.0,"#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
a8b71aaa-4908-49aa-ba7c-a17e5cdac99d,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",e559ff11-26e9-427c-9283-c410e19f2db2,"#N/A","#N/A",10.0,false,1.0,"#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
add92536-d070-4558-9e19-56fa69afbcf2,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",9f02edc4-536b-48c6-9ecf-31badcadd14e,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
b3e81feb-e59f-43d1-9c25-0bf1d4472298,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",e559ff11-26e9-427c-9283-c410e19f2db2,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
b45866ed-0157-49e8-99a1-eeac8480daff,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",e559ff11-26e9-427c-9283-c410e19f2db2,"#N/A","#N/A",10.0,false,1.0,"#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
b644b889-9c40-46cb-b39a-66c50ad797d9,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",e559ff11-26e9-427c-9283-c410e19f2db2,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
c0b6c937-e77f-440e-9f09-18b715a1b24a,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",79e256a1-a486-465d-8abc-425990f8d278,"#N/A","#N/A",12.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
c1e50f43-3142-4963-a692-0b07b184f457,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",e559ff11-26e9-427c-9283-c410e19f2db2,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
c3f31acb-46f8-46d6-985c-2e3db6cffd86,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",e559ff11-26e9-427c-9283-c410e19f2db2,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
c4413ffb-1565-4d04-bc12-792167de1a23,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",9f02edc4-536b-48c6-9ecf-31badcadd14e,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
c9fd8346-4ce9-4428-a166-f074a2594e90,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",79e256a1-a486-465d-8abc-425990f8d278,"#N/A",1.0,12.0,true,1.0,"#N/A","#N/A",true,true,"#N/A",false,Component,"#N/A",false
d14b02a7-815b-420b-ae90-eb7ee8711a28,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",e559ff11-26e9-427c-9283-c410e19f2db2,"#N/A","#N/A",10.0,false,1.0,"#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
d1c3ea0f-fff7-4397-9289-cb206abf5dc8,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",e559ff11-26e9-427c-9283-c410e19f2db2,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
d5cda6fc-2b58-41af-884a-6f8857dd31f2,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",9f02edc4-536b-48c6-9ecf-31badcadd14e,"#N/A","#N/A",10.0,false,1.0,"#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
d7e51582-7466-48d5-823e-c6a6ab127ee9,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",f4673333-a09b-4375-9d30-c58f6599f88a,"#N/A","#N/A",12.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
dec7660f-823a-40bc-95a5-a123aa330345,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",9f02edc4-536b-48c6-9ecf-31badcadd14e,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
e54fa426-a335-4e08-b4e0-d57a9a8b50b1,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",9f02edc4-536b-48c6-9ecf-31badcadd14e,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
ea526f36-da29-4cb6-97a5-62e582bb4716,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",9f02edc4-536b-48c6-9ecf-31badcadd14e,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
ef5124e8-fed8-4ea6-94e5-2f44fa3905e8,"#N/A",false,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",9f02edc4-536b-48c6-9ecf-31badcadd14e,"#N/A","#N/A",10.0,false,"#N/A","#N/A","#N/A",false,false,"#N/A",false,Component,"#N/A",false
