"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","IsExcludedFromTerritory2Filter","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
01d50784-8c19-4704-a8d3-db1b37eb8b2b,0725c7de-4b06-4071-ac48-2e7a20899621,34995.0,2024-04-30,"#N/A","#N/A",Pipeline,false,"#N/A",Rhynyx - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
01e32292-089a-465f-a25e-166027e9ba9b,c367eea6-aabb-4386-b552-d4fc19216ad2,29995.0,2023-10-17,"#N/A","#N/A",Closed,false,"#N/A",Roomm - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
023a94fc-58f1-4746-908e-82deb8993c12,4d75f0d4-1556-4da5-b84f-f3a446aca63c,72395.0,2024-03-15,"#N/A","#N/A",Pipeline,false,"#N/A",Quimm - SOW 1,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
02ddcae7-c364-43b6-ba3b-150b4f78a97f,5d790f7f-b2e5-4a8f-8bae-391ca83a1af9,73995.0,2024-03-06,"#N/A","#N/A",Pipeline,false,"#N/A",Lazzy - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
034ef605-0206-41c9-83a7-48df780603d9,85822a68-8144-4f40-ab7f-fc5ed4f268be,18050.0,2024-03-14,"#N/A","#N/A",Pipeline,false,"#N/A",Fliptune - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
03b20ed4-be65-4f98-892a-63d35db0aea1,255b1945-7690-4a44-a43e-893031eab221,100082.0,2024-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Divavu - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
044b38d3-1d47-4a32-9f41-a53425f3017f,a8c2ae7b-3d24-4bdd-84e9-d5c48de9e900,11550.0,2024-01-13,"#N/A","#N/A",Pipeline,false,"#N/A",Podcat - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
04676613-25cb-49d4-a9cd-724e2e817b71,12a386a4-8666-4aa1-8df3-47e40da8de34,18050.0,2024-03-14,"#N/A","#N/A",Pipeline,false,"#N/A",Shuffletag - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
04ce0bf4-64a0-4130-bf54-9e83187f1552,77c7fcd7-fc31-4fe9-91fa-c4c149ffd2c8,74395.0,2024-03-06,"#N/A","#N/A",Pipeline,false,"#N/A",Kwimbee - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
05ac3c7c-8202-47cd-bfbf-91353ad29c9f,1de696f0-cda2-4b9b-8939-82058c7dd1c7,32395.00000002,2024-02-27,"#N/A","#N/A",Closed,false,"#N/A",Yozio - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
05b960ca-95ec-4bdc-bbf9-e95b79c2c99c,ca5af93b-b0cf-457a-bd55-a8494d42d1ec,72395.0,2023-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Feedbug - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
060a7f71-c048-4575-a513-5934a84e43e8,923aaa45-7941-4a01-a80a-05967aef8b51,75000.0,2024-04-19,"#N/A","#N/A",Pipeline,false,"#N/A",Kimia - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0651c035-1231-4584-ab00-07f1055808c0,5796a54b-808c-456e-b6b2-c867ab3f7788,72395.0,2023-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Topdrive - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
06961bf1-ea50-4ed3-a1c2-129266852cb0,a2f5352e-6623-4bc6-bc13-00fa926d8a60,72395.0,2024-03-06,"#N/A","#N/A",Pipeline,false,"#N/A",Dabfeed - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
06b452b1-e784-45d1-83e2-26838f35316f,4d75f0d4-1556-4da5-b84f-f3a446aca63c,34350.0,2024-03-14,"#N/A","#N/A",Pipeline,false,"#N/A",Quimm - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0736bdb3-bf8b-43bb-a772-f211821c5d9d,48347688-95fc-4177-b28a-035b4beb58e0,72395.0,2023-10-16,"#N/A","#N/A",Pipeline,false,"#N/A",Fanoodle - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
0754f960-ab57-41d3-8a7b-875f289ee0fb,23b5aecb-b633-4f38-b9aa-014541cbe01c,100082.0,2024-03-20,"#N/A","#N/A",Pipeline,false,"#N/A",Voolith - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
07812122-d6bf-4ade-8f48-7a0188289798,4b468c50-1fd9-4aa8-9875-3168669217ab,72395.0,2023-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Skimia - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
07ffa111-618b-4997-856b-ba2967679316,4d75f0d4-1556-4da5-b84f-f3a446aca63c,32395.00000002,2023-12-30,"#N/A","#N/A",Closed,false,"#N/A",Quimm - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0800da08-7996-4c69-aaaf-17a9c38a3c79,ab83c065-b1fd-4898-bee5-b374d9ddde83,11250.0,2024-03-14,"#N/A","#N/A",Pipeline,false,"#N/A",Plambee - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
092a2760-018e-4713-af38-37b96cac6b48,26246803-f65d-4e59-a9bd-efb165405e8e,18350.0,2024-03-14,"#N/A","#N/A",Pipeline,false,"#N/A",Skyba - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
095b4ddf-9878-4ffa-bd15-2c7f323e2dda,6005cff2-18b1-49b3-8e7f-71ff82333ea2,72395.0,2023-06-17,"#N/A","#N/A",Omitted,false,"#N/A",Bubblemix - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
09713bd6-e12e-4b60-81d6-677986ec5d06,22d19d48-aa3a-400c-a640-2f4cb5c174ba,72395.0,2023-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Pixoboo - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
099547a2-7c8d-4881-8034-bc1d464bca25,2c133162-7d2c-4813-ac2e-f0928e88bd0a,75000.0,2024-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Gigaclub - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
09c20b72-f70b-4228-a6dd-eb3435d691af,2a4f7ecc-39a3-4fd8-9021-69df03be3a81,50000.0,2021-06-18,"#N/A",Initial deal for 500 widgets. We expect follow-on business with a potential upside of 4000 additional widgets over the next 12 months.,Closed,false,Advertisement,salesforce.com - 500 Widgets,Closed!,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,Existing Business,"#N/A","#N/A",false,"#N/A"
09d8faab-21da-4bb9-8206-da69c91aa5f2,d8305531-be9d-46ab-9a77-5bb3a8908fe0,32395.00000002,2024-02-27,"#N/A","#N/A",Closed,false,"#N/A",Bluejam - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0a1b22c6-6d04-48b8-b778-8be92a89bf3a,28d9f7fe-0542-4578-a9c7-f479083b5e60,100082.0,2024-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Voomm - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0aa1096f-b420-479f-8aba-0eea4c625946,b437489c-d460-4d32-a66f-2d6e95a41ae6,72395.0,2024-03-06,"#N/A","#N/A",Pipeline,false,"#N/A",Gabtype - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0abc9440-c514-4cbf-98e5-de0e9ff87dac,28d9f7fe-0542-4578-a9c7-f479083b5e60,72395.0,2023-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Voomm - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0af6c9fd-ddc6-476f-ac72-dadc1feb08b9,26246803-f65d-4e59-a9bd-efb165405e8e,72395.0,2023-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Skyba - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0b0718af-ac9d-4d44-a753-b9b807664c95,37e51e8c-ddc6-447d-8227-369235a5055e,100082.0,2024-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Zoomcast - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0b5699c0-5d57-401e-9662-f02cf6073054,77312619-f71a-4517-8291-d5eb25e3550c,32395.00000002,2023-12-30,"#N/A","#N/A",Closed,false,"#N/A",Aivee - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0b871529-3b57-4fc9-935c-cde0ccdac89e,1f3efe4f-31a5-4e59-96b6-4807ff30ddc5,72395.0,2023-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Avaveo - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0c0f4c10-fa8d-4379-bca0-9b343224f554,3cb92020-830d-4137-b88f-6bc8f477bae4,72395.0,2023-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Flipbug - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0c46dcac-b4af-4c43-aeb1-e6e7909e73d5,acf79346-b0f9-4325-9ecb-96b5c30b73de,18350.0,2024-01-29,"#N/A","#N/A",Pipeline,false,"#N/A",Jaxworks - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0c9041ca-8d73-44f9-868b-9a9da7e30b2d,65921d59-6abe-411c-bd00-8b385c2a92c2,29995.0,2023-10-17,"#N/A","#N/A",Closed,false,"#N/A",Eazzy - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0ce9b118-0d94-4270-a6c7-f5805769b9ad,48347688-95fc-4177-b28a-035b4beb58e0,50985.0,2024-04-30,"#N/A","#N/A",Pipeline,false,"#N/A",Fanoodle - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0dbef499-98a6-4653-ae3d-bda4b3333b69,f30b4f04-5c39-41b4-bf59-4e6a84a4e897,11550.0,2024-03-14,"#N/A","#N/A",Pipeline,false,"#N/A",Quire - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0e0ce588-f216-44e4-a680-3621658cbd7b,255b1945-7690-4a44-a43e-893031eab221,72395.0,2023-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Divavu - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0fe25a44-05c0-4f8b-b0cf-945855aad3ba,2a4f7ecc-39a3-4fd8-9021-69df03be3a81,"#N/A",2029-12-27,"#N/A","#N/A",Pipeline,false,"#N/A",Fizzly Products,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
0ffcb099-b8cd-4a12-8b09-a7adad946a37,4a707258-ccb7-41b5-993a-b52f82bae0c9,75000.0,2024-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Wikibox - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
104240b9-77e9-4eab-abcf-d5c72a6f9e51,4b3154ec-b06d-429c-aa5c-8d21d7e64eca,72395.0,2024-03-06,"#N/A","#N/A",Pipeline,false,"#N/A",Zoovu - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
10b00ba2-eb13-495f-a856-5353b9120336,0ce3c538-0563-41a1-a495-9ab1d1f5316c,43497.0,2024-02-29,"#N/A","#N/A",Pipeline,false,"#N/A",Yamia - SOW 2,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
10b86ee3-d609-4052-9b96-39753ddda8b9,8e949090-8130-4674-8038-a47c596fdcea,32395.00000002,2023-12-30,"#N/A","#N/A",Closed,false,"#N/A",Edgepulse - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
10f0ca6e-9da4-429e-b4fc-1617c6ae01b5,33a98544-91a7-43bf-80c1-f9585bacf14c,34350.0,2024-03-14,"#N/A","#N/A",Pipeline,false,"#N/A",Realfire - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1108526b-326f-4fae-9f25-b86851a2d0ed,bcd264c7-0938-4c25-8060-ff841de60f79,11250.0,2024-03-14,"#N/A","#N/A",Pipeline,false,"#N/A",Babblestorm - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1145d37d-6b8d-4d97-8c57-10f4e59ad69a,9831d435-062d-4d7f-88af-a87374d50800,72395.0,2023-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Mynte - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1220c298-d773-4ff1-93de-d8f28e428a6a,fc211ecd-d43a-4a84-82d0-543e2cdd5f09,32395.00000002,2024-02-14,"#N/A","#N/A",Closed,false,"#N/A",Wikizz - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
123d9a78-4918-4c16-b397-14adb4d7b078,4711d265-83eb-475c-aa4d-dc2c6e7edd97,11550.0,2024-03-14,"#N/A","#N/A",Pipeline,false,"#N/A",Eamia - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
12743af1-3730-478d-abd3-6c584eee089c,aa5b3b46-e375-4009-89d1-82818579a48b,72395.0,2023-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Browseblabc-Morales Corp. - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
12cea368-d168-4677-9788-ce4f321d70d4,48347688-95fc-4177-b28a-035b4beb58e0,72395.0,2023-08-11,"#N/A","#N/A",Pipeline,false,"#N/A",Fanoodle - Additional Sale,"#N/A",90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
1339f370-6516-4a93-9a09-3cff2feae8b9,1de696f0-cda2-4b9b-8939-82058c7dd1c7,75000.0,2024-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Yozio - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1391e8c4-19e5-4971-af14-e95aa869f999,31de496e-6d76-4f3d-9f0b-8a90d5fa3953,29995.0,2024-04-19,"#N/A","#N/A",Pipeline,false,"#N/A",Skaboo - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
13be229c-462c-4a21-b7f5-d5ff9f66e8a6,30717af3-96ff-4232-8f89-973a11dbc2e3,11250.0,2024-03-14,"#N/A","#N/A",Pipeline,false,"#N/A",Devcast - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
140d6f97-c952-4ab8-a646-abbbfa72294b,6005cff2-18b1-49b3-8e7f-71ff82333ea2,32395.00000002,2023-12-30,"#N/A","#N/A",Closed,false,"#N/A",Bubblemix - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1410c8ad-c839-4837-a6a2-1ef475dc42d2,fc211ecd-d43a-4a84-82d0-543e2cdd5f09,18350.0,2024-02-28,"#N/A","#N/A",Pipeline,false,"#N/A",Wikizz - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
14659b40-ad1a-4e47-9589-13ba446537bd,0264a332-4fa9-42c6-a5bd-43d717d7673d,100082.0,2024-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Mybuzz - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
15ac04ab-8853-4d34-b4da-b34a890383b2,d97fa6fa-31ab-4f52-a654-40d5077111aa,100082.0,2024-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Buzzshare - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
15dd3356-8bd5-4ea6-b208-398107506ab5,facfd675-b731-46d0-9693-5072cd06b5ca,18350.0,2024-03-14,"#N/A","#N/A",Pipeline,false,"#N/A",Jabbersphere - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1601c5ae-87c9-408a-8f8b-f4defb6e993f,7b5f83ea-f449-4a06-a90d-9d61576211db,72395.0,2023-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Meembee - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
16827fd4-3f4a-408b-963f-bb4f3b912f33,e4efbc40-7759-4960-8e64-478e58a10c9d,75000.0,2024-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Dynabox - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
16d5b4b8-0196-412f-a2a8-e534b0303bcc,4b468c50-1fd9-4aa8-9875-3168669217ab,100082.0,2024-05-04,"#N/A","#N/A",Pipeline,false,"#N/A",Skimia - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
175ee7c5-219b-40a7-b360-9c54ea703e39,32d4c5a9-3927-4830-b153-44a205d433a6,32395.00000002,2023-12-30,"#N/A","#N/A",Closed,false,"#N/A",Kamba - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
17775db3-dbaf-4a92-b3e0-81db6db31ae1,8b2f6275-bdf0-45b8-93cf-e8662698bb82,29995.0,2023-10-17,91cf5f45-4cc6-4606-93e9-3b27ced68b3d,"#N/A",Closed,false,"#N/A",Dynazzy - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
17ba76ff-d453-40aa-97f1-ff4d7d28da28,6d8ce0c6-c658-4c32-9082-a3d4bd11e26f,32395.00000002,2024-02-27,"#N/A","#N/A",Closed,false,"#N/A",Eidelr-Ashpool - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
17c14129-d228-4257-be49-b2b68b280074,32c2afe9-ef57-4aa8-9704-54c057bd3023,34995.0,2023-12-17,"#N/A","#N/A",Pipeline,false,"#N/A",Vipe - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1864d7a4-fbfb-414c-8c00-3ab9a25b12aa,bcd264c7-0938-4c25-8060-ff841de60f79,72395.0,2023-08-16,"#N/A","#N/A",Omitted,false,"#N/A",Babblestorm - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
18a8b50a-ef5e-4669-ac66-22a8ce2e302a,7b5f83ea-f449-4a06-a90d-9d61576211db,72395.0,2023-02-28,"#N/A","#N/A",Closed,false,"#N/A",Meembee -Complete Starter Package,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
18f38f88-40f5-43e7-89a4-36222e7c53ec,b4e6f28d-fae4-4f5c-a505-4ecf5a4373e0,29995.0,2023-10-17,"#N/A","#N/A",Closed,false,"#N/A",Topicshots - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
