"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","IsExcludedFromTerritory2Filter","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
0466fb25-dcba-4765-ace4-d860bfa7772e,70165c48-207a-4045-abdb-2f80c21fe226,72395.0,2022-08-19,"#N/A","#N/A",Closed,false,"#N/A",Tagopia - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
05a3bed4-e863-499a-8fda-382e0d77ed13,4c22c4c8-e2d4-4b91-a513-861aaef1241f,72395.0,2023-02-21,"#N/A","#N/A",Pipeline,false,"#N/A",Meeveo - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
05a8bcd3-1c10-4695-bef0-259cb86fccde,370c3064-4d40-4082-b38b-c39b6ddf984e,32395.00000002,2023-02-13,"#N/A","#N/A",Closed,false,"#N/A",Zazio - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
06029613-be96-4121-9746-c88c7a490665,3ce7033b-cca9-48b6-893b-3a159f22f9b9,29995.0,2022-12-03,bace9b7f-1871-4b42-8053-c15c4ed64e1e,"#N/A",Closed,false,"#N/A",Zoonoodle - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
061bf310-7074-4b8c-8a1b-4063cf1fac85,6f6ee8da-03d8-4370-aa28-6e3fc6d4218a,32395.00000002,2023-02-13,"#N/A","#N/A",Closed,false,"#N/A",Kwimbee - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
06420a50-0c2a-4652-9359-12f9cab5d92f,401c10dc-ee54-426a-8636-b7c3c7697715,72395.0,2023-02-15,"#N/A","#N/A",Pipeline,false,"#N/A",Quimm - SOW 2,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
06704803-7d90-437d-acbe-1ca8a421fd96,3dd74916-7c7e-4301-aa1e-02712f64834e,18050.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Oozz - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
074256ab-dc90-4e39-a5c3-6106d6af8e81,ae85f3a4-ec49-4a61-817a-040524dbbadb,29995.0,2022-11-03,e509735d-e999-4b46-ad0a-85944f9723f6,"#N/A",Closed,false,"#N/A",Eadel - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
077a4ed8-ae04-4387-8749-b1652d6f6d31,ba88e210-ab39-491e-b393-f3282cacda17,72395.0,2022-08-02,"#N/A","#N/A",Omitted,false,"#N/A",Babblestorm - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
08618daa-f019-42f6-8961-b55a538e68a3,7c344cb8-5240-4cbe-bc5c-aca45575a78f,72395.0,2022-08-02,"#N/A","#N/A",Omitted,false,"#N/A",Yodel - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
089e51df-d272-4fc1-9842-0692ec6f5276,c1a7b3e0-8c83-4621-99e9-592cb31d9f2d,100082.0,2023-04-21,"#N/A","#N/A",Pipeline,false,"#N/A",Pixonyx - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0904fe57-33ee-4911-a7fe-3bef3af1d24f,3e58c04e-e197-437e-860f-f32f75eacd46,18350.0,2023-01-15,"#N/A","#N/A",Pipeline,false,"#N/A",Feedbug - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
09332e72-04b2-4ddf-916b-7d057eeb572b,ecf68bf9-9c50-4dd0-aa4b-f3a340347d5e,72395.0,2022-06-18,"#N/A","#N/A",Omitted,false,"#N/A",Ooba - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
093d8247-0e56-4356-965d-a64a0138fe37,c7932562-dc49-4bb4-9828-f3da61bceb40,29995.0,2022-10-03,"#N/A","#N/A",Closed,false,"#N/A",Topicshots - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0953ca60-edd0-4c87-9f4a-36d92eacc2b2,20e1ee51-438e-4013-b0aa-7d3139fca8bc,72395.0,2022-07-18,"#N/A","#N/A",Omitted,false,"#N/A",Wikizz - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0a316b3f-0023-4a82-856c-59f00075f9f1,b4200e7a-2362-4d3e-8464-c7634a8c9708,11550.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Trilith - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0a9ab6cd-ffae-41d4-8f89-b4a4cb198c0a,c8ee3f79-7afe-44ba-a55e-774f649c9445,75000.0,2023-04-21,"#N/A","#N/A",Pipeline,false,"#N/A",Talane - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0aa6f5e9-3f30-41fe-9675-859484967478,1a71e5f5-8f7f-4877-8e2c-fdcc7afbdb45,18350.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Mydo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0aab3aea-d213-4cd2-9ea4-3f066483ce34,cf2764db-17f7-49aa-8486-37905ee441fc,75000.0,2023-04-21,"#N/A","#N/A",Pipeline,false,"#N/A",Kanoodle - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0b1358f7-2731-44f7-bbe5-328a0d0d3203,ff8396ae-b6ef-4736-b98f-6a2e23a5acfc,11250.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Jaxspan - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0b7d3820-0610-4211-a2f1-228b2c4eec2c,5aac8e6b-0dda-44d5-82f1-acde0654b503,32395.00000002,2023-02-13,"#N/A","#N/A",Closed,false,"#N/A",Devcast - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0c4cee13-7a5a-41c5-90a5-0988316bac02,1a8fab53-469c-4060-83d5-c58005e1e290,20000.0,2020-11-05,"#N/A",The deal is at 10% because they are at the sales process stage of evaluating just being converted from a lead.  No formal sales engagement has taken place yet.,Pipeline,false,Word of mouth,Acme - 200 Widgets,Need estimate,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,Existing Business,"#N/A","#N/A",false,"#N/A"
0c7ed667-9499-443f-8181-cefc2fbe31c7,8ad3b553-58ba-40f3-b1bd-d8d366da40f9,72395.0,2022-08-02,"#N/A","#N/A",Omitted,false,"#N/A",Livefish - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0cb47320-df59-474d-81c4-3014870e00a4,6f6ee8da-03d8-4370-aa28-6e3fc6d4218a,18050.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Kwimbee - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0eb00321-2693-4899-897e-8e73e0aa5d6b,90d38c22-268f-44c6-9b3a-d1d879160ce4,34995.0,2022-12-03,"#N/A","#N/A",Pipeline,false,"#N/A",Vipe - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
0ebc28d0-2074-4b6a-9175-caeb7e6a28a4,6fe2ab0e-1fdf-4180-a03b-9d766c0e6e10,75000.0,2023-04-21,"#N/A","#N/A",Pipeline,false,"#N/A",Gigaclub - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0f20779a-c4e7-490b-b3fd-17cee60ba722,401c10dc-ee54-426a-8636-b7c3c7697715,32395.00000002,2022-12-16,"#N/A","#N/A",Closed,false,"#N/A",Quimm - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
0f30b185-7547-48f9-89df-8a1b54cf46a5,88fe5c05-5a6e-4dfb-ba0c-b88e20584ed8,72395.0,2022-08-02,"#N/A","#N/A",Omitted,false,"#N/A",Mybuzz - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
0f3f585b-1c0b-4d4b-8fcd-a8c9886c904b,158c2483-0ac4-4905-b51e-501594031446,75000.0,2023-04-21,"#N/A","#N/A",Pipeline,false,"#N/A",Skaboo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
0f68a452-01de-4fc7-ae42-35227e8874ba,370c3064-4d40-4082-b38b-c39b6ddf984e,18050.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Zazio - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
10546edf-8fdb-43aa-b783-8cf47b8fea8e,11a9c657-3c66-4497-8e15-c6afc58b9e48,18350.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Voonix - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
10a55bef-5eef-4834-a50e-7e00b7a94b9a,5a1c23c5-e6cf-497f-8254-0b8745088475,100082.0,2023-04-21,"#N/A","#N/A",Pipeline,false,"#N/A",Twinder - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
10ac6003-f3fa-4e2e-b7d8-0480e92f30b5,3dd74916-7c7e-4301-aa1e-02712f64834e,32395.00000002,2022-12-16,"#N/A","#N/A",Closed,false,"#N/A",Oozz - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
10c7407b-4cf7-42c6-a3e2-eef42eca9618,15537785-1ad5-4db8-a56b-aa050d72592a,100082.0,2023-02-19,"#N/A","#N/A",Pipeline,false,"#N/A",Twiyo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
10d301cd-97b2-4e26-976a-eb009ee40096,370c3064-4d40-4082-b38b-c39b6ddf984e,72395.0,2022-08-02,"#N/A","#N/A",Omitted,false,"#N/A",Zazio - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
117aa4e9-e50c-43ed-bc3e-811d12627318,fb7e13ce-5752-4314-b3a3-f4628a40977b,34995.0,2022-10-29,"#N/A","#N/A",Pipeline,false,"#N/A",Buzzshare - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
121618ff-3701-461d-b0ea-bbb1440e2d1f,bd0383f5-8e8f-498c-ad73-a673afc24583,100082.0,2023-04-21,"#N/A","#N/A",Pipeline,false,"#N/A",Fiveclub - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1266d684-0da4-4c2a-843d-201332695dee,c0e757f3-dca1-4122-9c8c-ced85544c5ad,73995.0,2023-02-21,"#N/A","#N/A",Pipeline,false,"#N/A",Trudoo - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
12af71eb-78e9-4088-9921-37780844c9fb,f664e1a6-6509-4855-9a93-22e919ae73cb,32395.00000002,2023-02-13,"#N/A","#N/A",Closed,false,"#N/A",Twitterwire - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
133ade31-5cd3-47f2-9025-5b7af6b8083a,c1869be8-fabd-4a70-bbef-f13d9c3ea94c,34249.0,2023-03-18,"#N/A","#N/A",Closed,false,"#N/A",Camimbo - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
136ae0fa-ed0b-4cec-9aa0-2425c37dfe0f,f664e1a6-6509-4855-9a93-22e919ae73cb,99835.0,2023-02-19,"#N/A","#N/A",Pipeline,false,"#N/A",Twitterwire - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
13e9bb42-7db5-454a-817a-e6eef408f269,d581cc68-6536-47f5-bf57-b2a2154bd208,34995.0,2022-11-27,"#N/A","#N/A",Pipeline,false,"#N/A",Topdrive - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
14b77a62-d564-4a35-aaa1-19ac5e5f5b9f,3bde9407-1d5f-4141-b8ed-1497b0c6ebf6,100082.0,2023-04-21,"#N/A","#N/A",Pipeline,false,"#N/A",Dazzlesphere - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
154f1f8c-29d0-416f-8066-66016a740553,bd0383f5-8e8f-498c-ad73-a673afc24583,32395.00000002,2022-12-16,"#N/A","#N/A",Closed,false,"#N/A",Fiveclub - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
16549f66-4252-4471-8022-6a6dfc86d4ba,11a9c657-3c66-4497-8e15-c6afc58b9e48,72395.0,2022-08-02,"#N/A","#N/A",Omitted,false,"#N/A",Voonix - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
16ab02b5-f2e8-4bc7-973b-f642eb6b5a21,b4200e7a-2362-4d3e-8464-c7634a8c9708,75000.0,2023-04-21,"#N/A","#N/A",Pipeline,false,"#N/A",Trilith - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
16df7b7c-3307-4095-909b-92e1ea959d2b,8e31c49f-01ec-4f83-9370-61c307971bbe,29995.0,2022-03-02,"#N/A","#N/A",Closed,false,"#N/A",Divavu - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
17b45c2e-f38f-4bca-bc3f-be1ed6410f78,bd0383f5-8e8f-498c-ad73-a673afc24583,18350.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Fiveclub - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
182f4a9c-8f40-48d2-abff-2e88e8a76434,0c9b146b-d21b-4819-bc9a-633ef6687268,74395.0,2023-02-21,"#N/A","#N/A",Pipeline,false,"#N/A",Browsetype - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
18381f70-3ba8-4308-9857-928a21055cb4,9d237b9e-5007-49d0-90b6-02f8127e703a,72395.0,2022-07-18,"#N/A","#N/A",Omitted,false,"#N/A",Kimia - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
18566d7e-5015-43a0-b816-a5c59048dcac,c8ee3f79-7afe-44ba-a55e-774f649c9445,72395.0,2022-08-02,"#N/A","#N/A",Omitted,false,"#N/A",Talane - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
18611dcd-6b51-472f-8612-17deea510f78,66f8f60b-f1c8-4ebb-b49e-11d3a8454950,70795.0,2023-03-02,"#N/A","#N/A",Pipeline,false,"#N/A",Skyvu - SOW 2,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
191e65f1-5a2b-4f29-bf02-6de67d8e6a90,eb7e6f0c-e8ef-4412-b8f9-30e5f3923b91,32395.00000002,2023-02-13,"#N/A","#N/A",Closed,false,"#N/A",Blognation - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
198795b4-ef8a-49a6-87aa-8e076562efc1,20e1ee51-438e-4013-b0aa-7d3139fca8bc,29995.0,2022-10-03,3cf98ec1-dc62-4fa6-a4d8-3243a11b002c,"#N/A",Closed,false,"#N/A",Wikizz - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1a48788d-91ee-4757-af24-3b27b6a435e6,269e261d-9d2d-4d07-847e-69e2f0d741cc,32395.00000002,2022-12-16,"#N/A","#N/A",Closed,false,"#N/A",Browsedrive - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1a4da844-6b7b-44b9-ae92-511f7cb67a1b,ba642608-9e42-4494-830a-c8c5bca6e6c0,32395.00000002,2023-02-13,"#N/A","#N/A",Closed,false,"#N/A",Uidoo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1ad2c189-f9cd-46bd-a2c8-3cdeca40645e,c337da52-4885-4b1d-9d7c-5156fabc3555,11250.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Dabfeed - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1ae0dd31-6103-4578-8326-49e9b14869c3,38d52f3d-127a-4600-81e9-411d60d620b8,72395.0,2022-08-02,"#N/A","#N/A",Omitted,false,"#N/A",Gabcube - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1ba07307-b38a-47e8-a180-29fbae1f4766,d9340ec4-88a4-4af5-ab28-009406fbb13d,11550.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Zoomlounge - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1bb5a5e1-fcbf-4770-a50c-2e4f62eb4c41,e0db131b-04f8-4448-b885-2eaf52ffd17a,75000.0,2023-04-21,"#N/A","#N/A",Pipeline,false,"#N/A",Topiclounge - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1bc3f306-ed40-4837-bc8d-4df203302f8e,b60b1c30-12a0-402a-8127-3c44c694744a,100082.0,2023-03-07,"#N/A","#N/A",Pipeline,false,"#N/A",Voolith - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1c2bebfd-1755-4243-8a34-c5362fb43083,e1bd29e1-5798-4dc9-b231-266a90b4cbf0,72395.0,2021-03-19,"#N/A","#N/A",Closed,false,"#N/A",Aivee - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1d35a8ac-4d3f-4ee7-b4bd-20f7a297b889,4c22c4c8-e2d4-4b91-a513-861aaef1241f,75000.0,2023-04-21,"#N/A","#N/A",Pipeline,false,"#N/A",Meeveo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
1d49ad0b-bcbb-4012-b11e-bcd1d993bbd0,c8ee3f79-7afe-44ba-a55e-774f649c9445,72395.0,2021-03-19,"#N/A","#N/A",Closed,false,"#N/A",Talane - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1f2bccb3-99ba-4bdc-a030-91ff5a8e62f7,5c5783eb-3c87-4792-a260-f93f1be5c8eb,34995.0,2022-10-23,"#N/A","#N/A",Pipeline,false,"#N/A",DabZ - Additional Sale,"#N/A",70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
1f31d2ba-e7f9-40cb-a334-23d76b638d02,8dff3e92-de6d-41be-8190-60150aea0c21,72395.0,2022-08-02,"#N/A","#N/A",Omitted,false,"#N/A",Kamba - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1fdf201c-a9b1-4363-a868-3226986c88ce,0a8cdc5b-b16a-4b33-a094-ae4e6d9eaf37,11550.0,2023-03-01,"#N/A","#N/A",Pipeline,false,"#N/A",Topicware - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
200bcaed-b405-4d73-aa2a-f6fbdb47d707,02f6b2c1-dbaa-418d-95ef-20210cd53eb3,75995.0,2023-02-21,"#N/A","#N/A",Pipeline,false,"#N/A",Dynava - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
