"Guid","Description","OpportunityId","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
012db706-1f09-47bc-9b87-7bcab3a2eb02,"#N/A",0cedfb62-b7c9-47a7-acb5-550202fd8879,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
014b56de-8d99-46c0-9d91-958973523146,"#N/A",5f22635b-7288-4cbe-847a-becaf8440192,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
0150c4f8-b6a2-443f-b6ce-053e0ef5e94f,"#N/A",5d02a93e-2710-490f-9b70-70df82c7f367,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
01539832-8d8c-4458-ad5d-221c78afb541,"#N/A",91eb1271-3589-432d-b7cd-e5f8bce64a0f,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
01689543-9bff-4bf0-9b53-9c3783282367,"#N/A",ce713b85-7399-41c2-9d6d-66572b0a7bfd,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
017bc439-a10a-4ada-9ff3-ca49836e7559,"#N/A",ca2e137b-0630-4a41-b3a8-23d5f7cf143c,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0188d789-93c1-402f-886c-83939a3d4192,"#N/A",16fc19b2-9921-49c5-9da4-1347ef00ca76,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
01a0b60a-c9ee-48b0-a669-796ee1ebad12,"#N/A",3bf36321-875b-43ce-900a-4e99d4e8ca03,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
01afbbec-8e05-4c83-828d-7f7ae03e68e2,"#N/A",052392d0-e98b-4e78-ba11-8a89f88ae5b2,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
01c93ae9-7b4c-470b-a9d8-2f28828f6d58,"#N/A",1e19b037-ab44-40cb-b7a5-685e038442a1,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
01cb7631-4bc1-4c35-97fd-b48e883667ad,"#N/A",1e2b7661-ad79-47d4-9d8c-16b9386981d0,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
01e927f6-7c9b-43e8-aa7c-5637fe621daf,"#N/A",f2bbb1ae-c256-423a-8de4-1a9599277e21,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
01ec8267-08c6-467d-a4a9-4f33c90ce653,"#N/A",208da7d0-7b3b-4930-ad27-7cbf798bb6ea,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
01fb19c6-f57d-4af0-8a6b-2c52c19f4b65,"#N/A",52b09e9a-4d2f-48b6-897f-89f7e5758949,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
0218bcf5-7f5a-4584-bac4-c70300150298,"#N/A",c35ab7ba-6dc7-4b84-a235-316cb758007b,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
0218d804-f2b4-497f-be26-b67af34b9443,"#N/A",eb904f59-bf5c-4159-93b3-ab39ccdc11a9,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
022b21ce-717b-49a5-90a4-6c5e7f259000,"#N/A",537c3791-0889-4077-912e-ea07a39f8b4e,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
02522069-7d7c-43cb-b24d-08380141b674,"#N/A",3f4d1185-e793-4281-bdfd-f288cbaa9e52,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
0284bc45-d61b-4206-ab3f-15191946fdf6,"#N/A",40f36434-cfc6-42f5-99a6-e7166f453b86,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
028c777a-70e2-4050-bc1a-a9559b16f35c,"#N/A",6ac930e1-0d1a-48bd-82bb-007b28fb3dd1,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
028cb0c3-a0b2-4899-92b3-02e2bcba04cf,"#N/A",d2ea858e-7641-422c-b541-6c9619788688,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
029797dd-a5f3-424f-b47f-38a55dba2ac8,"#N/A",faf9dad9-4a85-419f-9ae4-d23c6e127089,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0298c8aa-2fa0-4fe8-a696-a1e79f597738,"#N/A",10189834-5b6b-49d8-b077-a4d86fde572a,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
02a7830b-d446-46ac-9311-46ce9be11542,"#N/A",0f01fe2d-2fbd-41bf-a302-34851780d94e,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
02bb5486-caa0-4855-96c0-ecc9f1272103,"#N/A",f93c796f-1471-4c9a-b93d-002c41d8e59e,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02beaec3-b4ea-4854-9316-ad30faf50e83,"#N/A",ad8f7fc2-90a9-4205-ae3b-5a7f4f3f5f98,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
02c33d3a-a636-4a81-90da-6d460207ebc6,"#N/A",5f032248-31fe-4dd7-8d00-3dacb0a5b466,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
02cd3c31-7260-4fc2-8666-6ff8aabd0855,"#N/A",2deaa586-355a-41df-b82c-4f22f222a2c8,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
02e74ca9-d331-40af-be53-94c3fecc195b,"#N/A",bdbbff60-9c0f-47e7-9fd9-ef4c36c9812a,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
02ed9fab-2d5b-488b-baba-d83b08fe6041,"#N/A",d0c003f2-3ea7-4f73-af45-bcd5f52fb30e,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
02fdaeb0-5d02-460f-87cf-f3c5e108bb53,"#N/A",7ffdeb8b-f307-4056-9a25-79e620c83c98,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
03077d8a-2154-4e4c-b23b-e78e0a2fc32f,"#N/A",09a90902-3814-4d52-b594-b4bdd27df6fe,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
030e3f21-6920-4800-a412-65d34979cf42,"#N/A",a49c257d-2b99-4a4a-9d6d-9b0d5c439f18,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
0315ffea-8cc7-4d54-aac4-d146565370db,"#N/A",871d493b-f5c6-46eb-a882-47c3a5dcf456,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
03184bac-4d92-426b-90b0-88251997fb45,"#N/A",a6df4eb0-a6d1-49ff-8882-e615001c3c94,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
0328b05e-7fe6-44fd-81d0-97544099c14a,"#N/A",d6581297-e6d0-495f-8802-ae594525f581,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
035f0f9d-0519-4aae-903f-11e389cbfa95,"#N/A",aa706010-7c63-4d47-8e55-b45efd8b1622,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
03650bae-b441-4988-8294-9ca87ba92ded,"#N/A",29e3ab5c-939e-4c46-9147-afc84f24d8e6,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
03855db4-9594-4221-b260-25c305534986,"#N/A",ed6f0154-0fc6-4b47-b377-487400924ec9,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
03866003-bbef-43e1-bbec-0ad1baf88058,"#N/A",2a3651e9-1a6f-41aa-8580-b4aecaecf0d2,6.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.00000002,266.66666667,"#N/A"
039296ed-d5eb-4bc6-9fc2-c136aab017c9,"#N/A",8d92bc38-c4ce-4a08-be77-45edb39dff45,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
03aaa974-4e53-485d-b75d-bef496e562fc,"#N/A",571e27d1-a947-4215-863a-ed5efe7e3d2f,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
03ea8ad3-246a-44e8-90ad-cc644c1a7aa1,"#N/A",d943bf13-ac27-426f-9f7a-c7bf60db42ba,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
03f95f5c-fa13-402f-8777-d3a5cc2d546e,"#N/A",a32ef0e5-091f-46bb-94c1-c58faa16bf87,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
04053f8a-b0c4-457b-ae95-dbb8bd260b19,"#N/A",2c24dcac-512f-403a-8c38-34ae5ab3034e,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
04221e44-14c8-4c95-8c92-9a6dd13ba436,"#N/A",ab62b7fc-2e2a-48dd-9285-83b8524ecd9a,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4375.0,875.0,"#N/A"
042cf0be-1061-4c04-901c-fc88774ae07c,"#N/A",052392d0-e98b-4e78-ba11-8a89f88ae5b2,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
045a30f3-83f7-4786-880b-f90c48f05cbe,"#N/A",e3cd3bb8-33cf-49ae-9b48-95d7340d6b0d,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0467f3ec-bc81-4cc0-8395-47158ed0a088,"#N/A",bacf1e42-38ff-4ef5-9108-d67e5158f07b,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
046d3117-e504-457a-a7e3-37ef8de38b1a,"#N/A",1b947c89-e343-473d-933b-1f98ad5b40b9,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
047f2371-41cd-44c7-8c72-2cdcb88f00a9,"#N/A",a6a45adb-0ced-4828-bb8a-2b8d4ee24aab,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
0485ff61-95ad-40b5-ab4f-f3ef914dfd31,"#N/A",537c3791-0889-4077-912e-ea07a39f8b4e,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
04abc5e3-f6c8-4d2c-8c71-baa71c5b4be9,"#N/A",735ac110-820e-4a37-8d27-c3b2d47bdeab,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
04c31de1-75a9-4a32-9de0-f7bfbd7f0d37,"#N/A",72c9f4c1-3c82-4ba4-a2cf-ddf1ec0f5868,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
04c8a398-17bf-4cad-b440-8e0b2f5f5133,"#N/A",3c1b8bba-4559-4c25-898f-87933636831f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
04d4ba8a-a677-4517-aff4-ed81ab1af3cb,"#N/A",2f9cac13-46c2-42f2-adf9-6483e8af4b0a,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
04e6f334-50d1-453f-96f6-ed0adc249aef,"#N/A",c184d00b-f04d-4be6-ad57-3a10c0986e6e,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
04f13c7e-410f-42c2-be3c-7201d4941c2f,"#N/A",d2ea858e-7641-422c-b541-6c9619788688,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
050579b3-4648-4137-93c8-6f90780562ba,"#N/A",0c5bd205-c44b-4a45-b71c-30b9d5e7e36f,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
05060516-20c7-42de-8c3b-c256826b01b8,"#N/A",bedddb50-2eb8-4c8b-bfc9-bac354872c19,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
051f2eed-ed11-4265-b985-a8ee9de441ed,"#N/A",08b933e6-8a17-4c80-a58e-a3bbf0e9128e,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
0526069b-2f9a-48cf-8042-00b9c7c26380,"#N/A",aa706010-7c63-4d47-8e55-b45efd8b1622,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
05275132-d4ba-47b9-9a27-1a29150e7fc9,"#N/A",94209b19-4a6f-4cf1-960f-93d3fed4ea65,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
053d417d-356e-4f42-af34-e3740a138b25,"#N/A",d7a78a09-df53-42e0-910e-a284cbb14ff9,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0552d413-231a-42db-838b-486470dc5bfe,"#N/A",2ed00ce6-2ee9-44c3-86f0-9aa119d2ab7d,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
05684bf7-78a1-4189-9e51-695ebde9e4d6,"#N/A",febe656f-6c69-45a8-828c-02bfbcb92c48,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
056cbbda-89a6-43c6-a9e3-1490db6ec680,"#N/A",5cceaf07-c434-4d2a-bc81-b5f01354b0c5,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
0584dde2-9c83-49a3-90ea-1709c7529de4,"#N/A",8d92bc38-c4ce-4a08-be77-45edb39dff45,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
059711e6-72ed-47bd-841b-2caed305d9b4,"#N/A",968643b7-03b5-4b83-bcd6-173af101bc5e,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
05be3952-3cf1-42e9-b76c-e20a7140bfb7,"#N/A",52642f3e-aeed-44e1-81de-543af48a9022,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
05f1a0c7-5a4d-41e8-8af9-54182c764f09,"#N/A",d7a78a09-df53-42e0-910e-a284cbb14ff9,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
05f2a58c-bbcd-4c91-ab91-d01270d0b931,"#N/A",e44e9e63-05c3-4aa8-87d5-10db5930c67a,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
06006a61-f450-4b34-83d1-50eb745bf142,"#N/A",0d4c103a-aca2-4f5d-b653-f9b6e88fd130,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
06011a9b-8194-4d78-95d4-5cf7a3e57cde,"#N/A",160e6487-cfef-45fe-a224-2818581c560d,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
060c24d0-07b1-4bfa-a66a-823edf3cd1d9,"#N/A",3414a9b6-227f-4947-97d3-46e8630db611,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
060f7c58-79aa-499d-b0ad-7a630fd84e91,"#N/A",50faa384-4ae4-4a1a-9211-3e1f8f099256,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0616d883-4e91-4984-bdf1-f74a5304c72a,"#N/A",f4360ac6-11eb-4c45-a4ab-7cf71fd390ec,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,160.0,"#N/A"
0618278e-a0bd-45f2-a679-d23df4035f65,"#N/A",71283b71-016a-4005-a438-cb68083f0b9d,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
061cd0ec-3a17-4143-be4c-02d922c4de28,"#N/A",74ad6a08-0ecc-4595-a0cc-7974d87332e1,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
06360b7c-bf1e-4386-96b5-419ded24fc8d,"#N/A",1067aaa3-7ab5-4ac1-a230-b2941a6ec0ab,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0648165d-7324-4ef1-bb9b-fa86cf6ea7e4,"#N/A",53c7dfba-6e90-4887-9166-65eca2166e0b,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
06494576-6ce8-4449-8036-0f71d0968667,"#N/A",255171fd-85c1-4e6d-8e48-2b5582805897,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
064cd22d-6771-4781-80b4-399e51377113,"#N/A",9cdd12dd-b6ab-40ae-ad43-43a78e6174db,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
0675e088-7e54-4bcb-888b-afe4e25f5f29,"#N/A",03565707-cb89-4e74-9070-327049641ed3,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
06848f05-a4e9-4994-a448-b6b5ac02cf85,"#N/A",55d6c5c0-e187-4c55-b29b-b12b49d63811,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
06933d8a-fdfe-4c77-889b-672d51499d91,"#N/A",91eb1271-3589-432d-b7cd-e5f8bce64a0f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
069b7003-bd5b-4ae7-89b0-997687986e46,"#N/A",690e14eb-f376-45ce-9d24-3b6574c98c3f,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
06c73e78-3b26-4651-9093-8905839779a4,"#N/A",8a7c1243-a287-4b00-b1db-d0a09b77c33b,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
06c95307-d046-43d3-8fe2-530efb1c61d6,"#N/A",9e063a78-a5d8-4599-bd95-d4e23506c210,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
06cee2a7-1a0c-4b7b-8a30-97677b8b28d7,"#N/A",f1ce34a9-92c6-4a1d-9417-b3b4b36938dd,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
06d3c333-9221-4a51-b353-f7103e6389ce,"#N/A",1b947c89-e343-473d-933b-1f98ad5b40b9,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
0725f208-6acc-47f9-93d8-2c0b8d70fd56,"#N/A",a1dc3338-c289-4a6a-8321-ae705f9f15a6,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
073408f0-6796-4376-803d-b9301c389cb4,"#N/A",e603a2cd-7df7-45f1-b2a7-07520b8b7910,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
07383d5a-a145-419c-a63b-b732153c3c78,"#N/A",c181469e-067a-4182-8a40-7d820e97d4b3,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
073df982-7d9d-41d9-a96c-ec781c077bb3,"#N/A",641fabb7-8bbe-4067-b5a6-72161d2ed456,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
07492dab-e056-4fdb-8ab9-f9303baf967b,"#N/A",90d35b49-166f-4816-b760-46f5b9dc64a3,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
074c3eba-e23e-44c5-b2ac-3f16b8a11954,"#N/A",8d92bc38-c4ce-4a08-be77-45edb39dff45,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
074f5659-2ed0-4c43-b8f2-492afa162bda,"#N/A",8da525e7-61f6-4c9f-a432-353a791a54f5,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
07614c18-64bc-4935-9d78-46a230520b30,"#N/A",07a69376-1bce-46bc-bdc2-e054463c6e47,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
076a91fb-8dc2-4550-8e33-17f0ab72b185,"#N/A",d33f141e-79d4-4e01-ab99-e5e5ab091255,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
0784efe5-b1e0-4ff5-8f2e-09d6a475644d,"#N/A",975c1a31-3262-4792-abbd-dbaf2e5d81da,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
078cfa63-5e24-4327-a04d-6c851626974d,"#N/A",5f22635b-7288-4cbe-847a-becaf8440192,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
078fe77f-9538-4cca-9b57-49d907d42ff1,"#N/A",77a06b6f-e30e-41f8-9926-7304f511a504,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
07af28b6-92e4-4977-8689-1d6022fa2ae2,"#N/A",b513df5d-df5d-4004-851e-57fee01160c5,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
07b15a2d-60a4-4ba0-b831-7d27fba381a5,"#N/A",c7bc7d03-4a04-4930-a439-529e8cc0ec45,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
07b3a589-a4bb-4af9-8d3c-58637f75e142,"#N/A",e82f8514-041c-41d7-a210-1af6e8fee0d0,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
07c967e5-5945-4bf6-83d4-ed042427298b,"#N/A",2766bb4d-da51-451c-854d-db209c1913a3,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
07d0c805-f418-4077-94ef-891b535f9734,"#N/A",a32ef0e5-091f-46bb-94c1-c58faa16bf87,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
